elliptical_sentences,,,,,full_sentences,,,,,contrast_sentences,,,,,tree_type
Sarah will not cook pizza but Mary will,,,,,Sarah will not cook pizza but Mary will cook pizza,,,,,Sarah will not cook pizza but Mary makes,,,,,4
Sarah will not cook pizza but John will,,,,,Sarah will not cook pizza but John will cook pizza,,,,,Sarah will not cook pizza but John makes,,,,,4
Sarah will not cook sushi but Tim will,,,,,Sarah will not cook sushi but Tim will cook sushi,,,,,Sarah will not cook sushi but Tim makes,,,,,4
Sarah will not cook sushi but Mary will,,,,,Sarah will not cook sushi but Mary will cook sushi,,,,,Sarah will not cook sushi but Mary makes,,,,,4
Sarah will not cook sushi but John will,,,,,Sarah will not cook sushi but John will cook sushi,,,,,Sarah will not cook sushi but John makes,,,,,4
Mary will not like coffee but Tim will,,,,,Mary will not like coffee but Tim will like coffee,,,,,Mary will not like coffee but Tim appreciates,,,,,4
Mary will not like coffee but Sarah will,,,,,Mary will not like coffee but Sarah will like coffee,,,,,Mary will not like coffee but Sarah appreciates,,,,,4
Mary will not like coffee but John will,,,,,Mary will not like coffee but John will like coffee,,,,,Mary will not like coffee but John appreciates,,,,,4
Mary will not like tea but Tim will,,,,,Mary will not like tea but Tim will like tea,,,,,Mary will not like tea but Tim appreciates,,,,,4
Mary will not like tea but Sarah will,,,,,Mary will not like tea but Sarah will like tea,,,,,Mary will not like tea but Sarah appreciates,,,,,4
Mary will not like tea but John will,,,,,Mary will not like tea but John will like tea,,,,,Mary will not like tea but John appreciates,,,,,4
Mary will not like chess but Tim will,,,,,Mary will not like chess but Tim will like chess,,,,,Mary will not like chess but Tim appreciates,,,,,4
Mary will not like chess but Sarah will,,,,,Mary will not like chess but Sarah will like chess,,,,,Mary will not like chess but Sarah appreciates,,,,,4
Mary will not like chess but John will,,,,,Mary will not like chess but John will like chess,,,,,Mary will not like chess but John appreciates,,,,,4
Mary will not like music but Tim will,,,,,Mary will not like music but Tim will like music,,,,,Mary will not like music but Tim appreciates,,,,,4
Mary will not like music but Sarah will,,,,,Mary will not like music but Sarah will like music,,,,,Mary will not like music but Sarah appreciates,,,,,4
Mary will not like music but John will,,,,,Mary will not like music but John will like music,,,,,Mary will not like music but John appreciates,,,,,4
Mary will not like novel but Tim will,,,,,Mary will not like novel but Tim will like novel,,,,,Mary will not like novel but Tim appreciates,,,,,4
Mary will not like novel but Sarah will,,,,,Mary will not like novel but Sarah will like novel,,,,,Mary will not like novel but Sarah appreciates,,,,,4
Mary will not like novel but John will,,,,,Mary will not like novel but John will like novel,,,,,Mary will not like novel but John appreciates,,,,,4
Mary will not like tennis but Tim will,,,,,Mary will not like tennis but Tim will like tennis,,,,,Mary will not like tennis but Tim appreciates,,,,,4
Mary will not like tennis but Sarah will,,,,,Mary will not like tennis but Sarah will like tennis,,,,,Mary will not like tennis but Sarah appreciates,,,,,4
Mary will not like tennis but John will,,,,,Mary will not like tennis but John will like tennis,,,,,Mary will not like tennis but John appreciates,,,,,4
Mary will not like math but Tim will,,,,,Mary will not like math but Tim will like math,,,,,Mary will not like math but Tim appreciates,,,,,4
Mary will not like math but Sarah will,,,,,Mary will not like math but Sarah will like math,,,,,Mary will not like math but Sarah appreciates,,,,,4
Mary will not like math but John will,,,,,Mary will not like math but John will like math,,,,,Mary will not like math but John appreciates,,,,,4
Mary will not like history but Tim will,,,,,Mary will not like history but Tim will like history,,,,,Mary will not like history but Tim appreciates,,,,,4
Mary will not like history but Sarah will,,,,,Mary will not like history but Sarah will like history,,,,,Mary will not like history but Sarah appreciates,,,,,4
Mary will not like history but John will,,,,,Mary will not like history but John will like history,,,,,Mary will not like history but John appreciates,,,,,4
Mary will not like pizza but Tim will,,,,,Mary will not like pizza but Tim will like pizza,,,,,Mary will not like pizza but Tim appreciates,,,,,4
Mary will not like pizza but Sarah will,,,,,Mary will not like pizza but Sarah will like pizza,,,,,Mary will not like pizza but Sarah appreciates,,,,,4
Mary will not like pizza but John will,,,,,Mary will not like pizza but John will like pizza,,,,,Mary will not like pizza but John appreciates,,,,,4
Mary will not like sushi but Tim will,,,,,Mary will not like sushi but Tim will like sushi,,,,,Mary will not like sushi but Tim appreciates,,,,,4
Mary will not like sushi but Sarah will,,,,,Mary will not like sushi but Sarah will like sushi,,,,,Mary will not like sushi but Sarah appreciates,,,,,4
Mary will not like sushi but John will,,,,,Mary will not like sushi but John will like sushi,,,,,Mary will not like sushi but John appreciates,,,,,4
Mary will not like movies but Tim will,,,,,Mary will not like movies but Tim will like movies,,,,,Mary will not like movies but Tim appreciates,,,,,4
Mary will not like movies but Sarah will,,,,,Mary will not like movies but Sarah will like movies,,,,,Mary will not like movies but Sarah appreciates,,,,,4
Mary will not like movies but John will,,,,,Mary will not like movies but John will like movies,,,,,Mary will not like movies but John appreciates,,,,,4
Mary will not like TV shows but Tim will,,,,,Mary will not like TV shows but Tim will TV shows,,,,,Mary will not like TV shows but Tim appreciates,,,,,4
Mary will not like TV shows but Sarah will,,,,,Mary will not like TV shows but Sarah will TV shows,,,,,Mary will not like TV shows but Sarah appreciates,,,,,4
Mary will not like TV shows but John will,,,,,Mary will not like TV shows but John will TV shows,,,,,Mary will not like TV shows but John appreciates,,,,,4
Mary will not like poems but Tim will,,,,,Mary will not like poems but Tim will like poems,,,,,Mary will not like poems but Tim appreciates,,,,,4
Mary will not like poems but Sarah will,,,,,Mary will not like poems but Sarah will like poems,,,,,Mary will not like poems but Sarah appreciates,,,,,4
Mary will not like poems but John will,,,,,Mary will not like poems but John will like poems,,,,,Mary will not like poems but John appreciates,,,,,4
Mary will not play chess but Tim will,,,,,Mary will not play chess but Tim will play chess,,,,,Mary will not play chess but Tim participates,,,,,4
Mary will not play chess but Sarah will,,,,,Mary will not play chess but Sarah will play chess,,,,,Mary will not play chess but Sarah participates,,,,,4
Mary will not play chess but John will,,,,,Mary will not play chess but John will play chess,,,,,Mary will not play chess but John participates,,,,,4
Mary will not play tennis but Tim will,,,,,Mary will not play tennis but Tim will play tennis,,,,,Mary will not play tennis but Tim participates,,,,,4
Mary will not play tennis but Sarah will,,,,,Mary will not play tennis but Sarah will play tennis,,,,,Mary will not play tennis but Sarah participates,,,,,4
Mary will not play tennis but John will,,,,,Mary will not play tennis but John will play tennis,,,,,Mary will not play tennis but John participates,,,,,4
Mary will not read novel but Tim will,,,,,Mary will not read novel but Tim will read novel,,,,,Mary will not read novel but Tim interprets,,,,,4
Mary will not read novel but Sarah will,,,,,Mary will not read novel but Sarah will read novel,,,,,Mary will not read novel but Sarah interprets,,,,,4
Mary will not read novel but John will,,,,,Mary will not read novel but John will read novel,,,,,Mary will not read novel but John interprets,,,,,4
Mary will not read poems but Tim will,,,,,Mary will not read poems but Tim will read poems,,,,,Mary will not read poems but Tim interprets,,,,,4
Mary will not read poems but Sarah will,,,,,Mary will not read poems but Sarah will read poems,,,,,Mary will not read poems but Sarah interprets,,,,,4
Mary will not read poems but John will,,,,,Mary will not read poems but John will read poems,,,,,Mary will not read poems but John interprets,,,,,4
Mary will not watch movies but Tim will,,,,,Mary will not watch movies but Tim will watch movies,,,,,Mary will not watch movies but Tim sees,,,,,4
Mary will not watch movies but Sarah will,,,,,Mary will not watch movies but Sarah will watch movies,,,,,Mary will not watch movies but Sarah sees,,,,,4
Mary will not watch movies but John will,,,,,Mary will not watch movies but John will watch movies,,,,,Mary will not watch movies but John sees,,,,,4
Mary will not watch TV shows but Tim will,,,,,Mary will not watch TV shows but Tim will TV shows,,,,,Mary will not watch TV shows but Tim sees,,,,,4
Mary will not watch TV shows but Sarah will,,,,,Mary will not watch TV shows but Sarah will TV shows,,,,,Mary will not watch TV shows but Sarah sees,,,,,4
Mary will not watch TV shows but John will,,,,,Mary will not watch TV shows but John will TV shows,,,,,Mary will not watch TV shows but John sees,,,,,4
Mary will not study coffee but Tim will,,,,,Mary will not study coffee but Tim will study coffee,,,,,Mary will not study coffee but Tim learns,,,,,4
Mary will not study coffee but Sarah will,,,,,Mary will not study coffee but Sarah will study coffee,,,,,Mary will not study coffee but Sarah learns,,,,,4
Mary will not study coffee but John will,,,,,Mary will not study coffee but John will study coffee,,,,,Mary will not study coffee but John learns,,,,,4
Mary will not study tea but Tim will,,,,,Mary will not study tea but Tim will study tea,,,,,Mary will not study tea but Tim learns,,,,,4
Mary will not study tea but Sarah will,,,,,Mary will not study tea but Sarah will study tea,,,,,Mary will not study tea but Sarah learns,,,,,4
Mary will not study tea but John will,,,,,Mary will not study tea but John will study tea,,,,,Mary will not study tea but John learns,,,,,4
Mary will not study chess but Tim will,,,,,Mary will not study chess but Tim will study chess,,,,,Mary will not study chess but Tim learns,,,,,4
Mary will not study chess but Sarah will,,,,,Mary will not study chess but Sarah will study chess,,,,,Mary will not study chess but Sarah learns,,,,,4
Mary will not study chess but John will,,,,,Mary will not study chess but John will study chess,,,,,Mary will not study chess but John learns,,,,,4
Mary will not study music but Tim will,,,,,Mary will not study music but Tim will study music,,,,,Mary will not study music but Tim learns,,,,,4
Mary will not study music but Sarah will,,,,,Mary will not study music but Sarah will study music,,,,,Mary will not study music but Sarah learns,,,,,4
Mary will not study music but John will,,,,,Mary will not study music but John will study music,,,,,Mary will not study music but John learns,,,,,4
Mary will not study novel but Tim will,,,,,Mary will not study novel but Tim will study novel,,,,,Mary will not study novel but Tim learns,,,,,4
Mary will not study novel but Sarah will,,,,,Mary will not study novel but Sarah will study novel,,,,,Mary will not study novel but Sarah learns,,,,,4
Mary will not study novel but John will,,,,,Mary will not study novel but John will study novel,,,,,Mary will not study novel but John learns,,,,,4
